round_num,merge_method,num_clients,num_trees,max_depth,criterion,global_accuracy,global_recall,global_roc_auc,global_precision,global_f1_macro
83,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
84,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
85,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
86,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
87,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
88,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
89,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
90,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
91,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
92,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
93,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
94,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
95,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
96,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
97,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
98,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
99,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
100,diversity,10,30,,gini,0.7745566034074591,0.3839214397847426,0.8635810486295246,0.5033283500558985,0.37357829183399854
